graph_id,world,fold,node_id,arm,shuffle_id,true_label,causal_description,module,is_root,has_visible_parent,visible_parent_count,has_visible_child,visible_child_count,has_visible_same_module,visible_same_module_count,judge_acc,judge_status,match_acc,gold_embedding_cosine,rank,mrr,recall_at_1,recall_at_5,exact_decode,decoder_alpha,decoded_words
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_02,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.7649391298157032,6,0.16666666666666666,0,0,0,0.0004289255318940402,"[""unreliability"", ""delays"", ""production control"", ""time-delay measuring instrument"", ""delay"", ""delayable""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_02,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8672612882519145,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability"", ""temperature indicator light"", ""constant temperature"", ""standard temperature"", ""heat production""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_02,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.8835402913625797,5,0.2,0,1,0,0.0004289255318940402,"[""pump failure"", ""demand valve"", ""run temperature"", ""force pump"", ""critically damped"", ""control condition""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_02,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.8910496545088524,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""failed repair"", ""call delay"", ""emergency relief"", ""delay payment"", ""expansion cooling"", ""extreme thermal situation""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_03,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.5056153067592174,4,0.25,0,1,0,0.0004289255318940402,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_03,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.5608477622966265,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""buying temperature"", ""temperature gauge"", ""emergency relief"", ""extreme heat"", ""extreme thermal situation"", ""keeping cool""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_03,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8048524536885968,2,0.5,0,1,0,0.0004289255318940402,"[""buying temperature"", ""extreme thermal situation"", ""temperature gauge"", ""extreme heat"", ""emergency relief"", ""perceived temperature""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_03,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.8901519592271324,7,0.14285714285714285,0,0,0,0.0004289255318940402,"[""response time"", ""control condition"", ""call delay"", ""delayed action"", ""control engineering"", ""propagation delay""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_04,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.8540779529557968,5,0.2,0,1,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_04,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8903868990561432,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""temperature reduction"", ""heat-absorbing"", ""creating by removal"", ""oxygen deficit"", ""structural deficit"", ""removal module""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_04,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.9294410761550624,4,0.25,0,1,0,0.0004289255318940402,"[""extreme thermal situation"", ""temperature gradient"", ""temperature reduction"", ""emergency relief"", ""emergency measure"", ""heat exhaustion""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_04,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.7485939881877582,16,0.0625,0,0,0,0.0004289255318940402,"[""equipment"", ""energy equipment services"", ""extreme thermal situation"", ""heat content"", ""heat insulation"", ""heat engine""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_05,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.8267308531681924,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""shutdown"", ""forced bet"", ""forced entry"", ""risk of infection"", ""funding liquidity risk"", ""forced sale""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_05,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8281960832500325,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""raise alarm"", ""security risk"", ""call delay"", ""exchange rate risk"", ""acute kidney failure"", ""specific risk""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_05,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.9227266103111269,2,0.5,0,1,0,0.0004289255318940402,"[""emergency relief"", ""threatening demand"", ""evaporative cooling"", ""oxygen demand"", ""extreme emergency"", ""expansion cooling""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_05,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8642306883007863,18,0.05555555555555555,0,0,0,0.0004289255318940402,"[""temperature measurement"", ""temperature indicator light"", ""unsystematic risk"", ""temperature measure"", ""unreliability"", ""temperature reduction""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_06,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.8281087803630381,10,0.1,0,0,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability"", ""stop production"", ""unsystematic risk"", ""forced bet"", ""delayable""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_06,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.7856670854811372,5,0.2,0,1,0,0.0004289255318940402,"[""call delay"", ""control order"", ""delay"", ""delayed action"", ""response time"", ""delay position""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_06,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8914101190407457,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""climate control"", ""temperature indicator light"", ""call delay"", ""pump failure"", ""startle response"", ""pressure regulator""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_06,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.12587488751055753,13,0.07692307692307693,0,0,0,0.0004289255318940402,[]
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_07,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.527316678869458,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""failed repair""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_07,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.870442857316514,6,0.16666666666666666,0,0,0,0.0004289255318940402,"[""forced entry"", ""risk of infection"", ""forced bet"", ""business interruption insurance"", ""shutdown"", ""operational damage""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_07,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8485286701769593,15,0.06666666666666667,0,0,0,0.0004289255318940402,"[""forced bet"", ""forced entry"", ""shutdown"", ""failed repair"", ""risk of infection"", ""funding liquidity risk""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_07,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8774428475848962,6,0.16666666666666666,0,0,0,0.0004289255318940402,"[""failed repair"", ""delay payment"", ""call delay"", ""completion of construction"", ""anticipatory completion"", ""repair to""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_08,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.7350512380864402,13,0.07692307692307693,0,0,0,0.0004289255318940402,"[""production control"", ""delays"", ""load factor"", ""delayed"", ""annuality"", ""broadcast delay""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_08,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8736743973553311,10,0.1,0,0,0,0.0004289255318940402,"[""risk of infection"", ""thermal relay"", ""failed repair"", ""call delay"", ""extreme thermal situation"", ""climate control""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_08,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.9003415042106034,4,0.25,0,1,0,0.0004289255318940402,"[""equipment failure"", ""heat conductivity"", ""delayed action"", ""energy equipment services"", ""response time"", ""remaining heat""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_08,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8724511928989299,11,0.09090909090909091,0,0,0,0.0004289255318940402,"[""extreme thermal situation"", ""external risk"", ""heat production"", ""accident risk"", ""intensity level"", ""raise alarm""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_09,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.6728480629167363,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""forced bet"", ""shutdown"", ""forced entry"", ""compulsory purchase""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_09,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.9029139510327452,5,0.2,0,1,0,0.0004289255318940402,"[""stop production"", ""coolant system"", ""risk of infection"", ""forced error"", ""burden of production"", ""postponement""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_09,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8912070707879491,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""risk of infection"", ""shutdown"", ""extreme thermal situation"", ""forced error"", ""forced convection"", ""forced entry""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_09,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.3465022497420527,14,0.07142857142857142,0,0,0,0.0004289255318940402,"[""extreme emergency""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_10,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.7397543339448,4,0.25,0,1,0,0.0004289255318940402,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_10,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8495991326100768,5,0.2,0,1,0,0.0004289255318940402,"[""delay"", ""production control"", ""delayed action"", ""call delay"", ""delay position"", ""delay slot""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_10,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8572264682516575,14,0.07142857142857142,0,0,0,0.0004289255318940402,"[""shutdown"", ""forced bet"", ""stop production"", ""delayed action"", ""call delay"", ""production control""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_10,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8557303621701007,19,0.05263157894736842,0,0,0,0.0004289255318940402,"[""equipment casualty"", ""equipment failure"", ""extreme thermal situation"", ""heat transmission"", ""delayment"", ""delay payment""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_11,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.6901625847193253,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""shutdown"", ""forced bet"", ""forced error"", ""uncontrovertible"", ""unprofitability"", ""forced entry""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_11,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.9332434935370776,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""coolant system"", ""pump failure"", ""search leakage"", ""contamination"", ""reduce pressure"", ""pressure level""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_11,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.8469662681773779,16,0.0625,0,0,0,0.0004289255318940402,"[""failed repair"", ""call delay"", ""completion of construction"", ""repair to"", ""delay payment"", ""anticipatory completion""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_11,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8875879030102767,10,0.1,0,0,0,0.0004289255318940402,"[""call delay"", ""response time"", ""delayed action"", ""delayment"", ""delay payment"", ""delays""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_12,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.615406829521351,7,0.14285714285714285,0,0,0,0.0004289255318940402,"[""pump failure"", ""drain pump""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_12,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.8786866939278222,4,0.25,0,1,0,0.0004289255318940402,"[""pressure regulator"", ""unreliability"", ""adaptive control function"", ""time-delay measuring instrument"", ""response time"", ""control variable""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_12,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,-0.8114772405599554,10,0.1,0,0,0,0.0004289255318940402,"[""low backlog"", ""low maintenance costs"", ""low severity"", ""low disease severity"", ""low maintenance"", ""low cap of maintenance""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_12,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.8756000543393762,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""pump failure"", ""pressure level"", ""pressure regulator"", ""loss function"", ""reduce pressure"", ""loss ratio""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_13,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.8677084671680324,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_13,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.8180616033210611,5,0.2,0,1,0,0.0004289255318940402,"[""response time"", ""delay position"", ""control experiment"", ""control function"", ""call delay"", ""control order""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_13,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.9145028171814201,2,0.5,0,1,0,0.0004289255318940402,"[""temperature reduction"", ""extreme thermal situation"", ""heat-absorbing"", ""heat dissipation"", ""waste heat"", ""heat shrink""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_13,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.882328238764438,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""pump failure"", ""worse for wear"", ""severity"", ""working conditions"", ""production cost"", ""production costs""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_14,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.5910383613739597,16,0.0625,0,0,0,0.0004289255318940402,"[""delay payment"", ""call delay"", ""delayed action"", ""last minute rush""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_14,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.8828837723187408,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""call delay"", ""blockages"", ""blockage"", ""intestinal obstruction"", ""pressure regulator"", ""input validation fault""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_14,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.7224109939769139,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""heat shrink"", ""temperature reduction"", ""heat-absorbing"", ""heat dissipation"", ""heat dump""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_14,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.09997732030421627,11,0.09090909090909091,0,0,0,0.0004289255318940402,[]
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_15,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.8185269103763664,8,0.125,0,0,0,0.0004289255318940402,"[""delay payment"", ""control condition"", ""foreign exchange risk"", ""pump failure"", ""time-delay measuring system"", ""delay differential equation""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_15,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.8418646106281509,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""backlog"", ""maintenance costs"", ""disease severity"", ""severity"", ""system maintenance"", ""cap of maintenance""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_15,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.7898397209038515,7,0.14285714285714285,0,0,0,0.0004289255318940402,"[""call delay"", ""delayers"", ""engine cooling system"", ""delay slot"", ""unavailable energy"", ""feedback transfer function""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_15,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.3783341767307406,16,0.0625,0,0,0,0.0004289255318940402,"[""set alarm"", ""temperature indicator light"", ""alarm gauge""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_16,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.4178095473134404,14,0.07142857142857142,0,0,0,0.0004289255318940402,"[""temperature measurement""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_16,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.43569945690104345,6,0.16666666666666666,0,0,0,0.0004289255318940402,"[""forced sale"", ""shutdown"", ""forced bet""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_16,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.8906523668274036,9,0.1111111111111111,0,0,0,0.0004289255318940402,"[""stop production"", ""temperature reduction"", ""extreme thermal situation"", ""heat prostration"", ""shutting out"", ""emergency measures""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_16,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.4704899313555697,18,0.05555555555555555,0,0,0,0.0004289255318940402,"[""delays"", ""production order"", ""pre production"", ""delayed"", ""delay"", ""production""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_17,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.5623311610616851,4,0.25,0,1,0,0.0004289255318940402,"[""unreliability""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_17,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,0,0.6505414048173498,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability"", ""maximum and minimum thermometer""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_17,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.8298656521058111,5,0.2,0,1,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability"", ""maximum and minimum thermometer""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_17,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.8821770230387782,16,0.0625,0,0,0,0.0004289255318940402,"[""extreme thermal situation"", ""temperature reduction"", ""temperature gradient"", ""emergency measure"", ""quantity of heat"", ""heat exhaustion""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_18,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,1,0.8741768978895832,4,0.25,0,1,0,0.0004289255318940402,"[""temperature measurement"", ""unreliability"", ""time-delay measuring system"", ""fractal response time""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_18,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.9265340425467867,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""temperature reduction"", ""performance degradation"", ""coolant system"", ""extreme thermal situation"", ""remaining heat"", ""heat transmission""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_18,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,1,0.9207131659166107,3,0.3333333333333333,0,1,0,0.0004289255318940402,"[""temperature reduction"", ""performance degradation"", ""extreme thermal situation"", ""remaining heat"", ""heat shrink"", ""heat transmission""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_18,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,1,0.8868309877396453,19,0.05263157894736842,0,0,0,0.0004289255318940402,"[""equipment failure"", ""call delay"", ""climate control"", ""temperature measurement"", ""thermal relay"", ""performance degradation""]"
graph_00,industrial_cooling_system,4,node_004,core_shuffled_graph,shuffle_19,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,1,0,0,1,1,1,4,,pending,0,0.6087728643648067,18,0.05555555555555555,0,0,0,0.0004289255318940402,"[""request for production"", ""production cost"", ""stop production"", ""production"", ""production control"", ""production model""]"
graph_00,industrial_cooling_system,4,node_006,core_shuffled_graph,shuffle_19,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,0,1,2,1,2,1,4,,pending,1,0.9139671748350964,5,0.2,0,1,0,0.0004289255318940402,"[""pump failure"", ""temperature measurement"", ""reduce pressure"", ""loss function"", ""pumpability"", ""pressure regulator""]"
graph_00,industrial_cooling_system,4,node_011,core_shuffled_graph,shuffle_19,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,0,1,2,1,1,1,4,,pending,0,0.87220328891361,12,0.08333333333333333,0,0,0,0.0004289255318940402,"[""temperature reduction"", ""extreme thermal situation"", ""unsystematic risk"", ""risk of exposure"", ""temperature measure"", ""risk of infection""]"
graph_00,industrial_cooling_system,4,node_017,core_shuffled_graph,shuffle_19,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,0,1,3,1,1,1,4,,pending,0,0.7657372869334235,17,0.058823529411764705,0,0,0,0.0004289255318940402,"[""emergency relief"", ""threatening demand"", ""extreme emergency"", ""evaporative cooling"", ""expansion cooling"", ""cooling drinks""]"
graph_01,logistics_and_delivery_system,0,node_000,uniform,,supplier delay risk,Risk that inbound materials arrive later than planned.,supply_and_inventory,1,0,0,1,1,1,2,,pending,0,0.9148260939437814,18,0.05555555555555555,0,0,0,0.00044929313896352306,"[""severity"", ""response time"", ""load time"", ""shortages"", ""workload"", ""propagation delay""]"
graph_01,logistics_and_delivery_system,0,node_006,uniform,,procurement queue delay,Delay in clearing inbound procurement orders.,supply_and_inventory,0,1,1,1,1,1,2,,pending,0,0.9281886991214041,7,0.14285714285714285,0,0,0,0.00044929313896352306,"[""severity"", ""response time"", ""load time"", ""shortages"", ""workload"", ""propagation delay""]"
graph_01,logistics_and_delivery_system,0,node_013,uniform,,outbound delivery delay,Delay in outbound delivery caused by route disruption and dispatch backlog.,transport_and_attempt,0,1,2,1,1,1,6,,pending,0,0.9267912625711577,9,0.1111111111111111,0,0,0,0.00044929313896352306,"[""severity"", ""response time"", ""load time"", ""shortages"", ""workload"", ""propagation delay""]"
graph_01,logistics_and_delivery_system,0,node_019,uniform,,service complaint risk,Risk that a delayed customer files a service complaint.,recovery_and_customer,0,1,2,0,0,1,3,,pending,0,0.9018774511372529,20,0.05,0,0,0,0.00044929313896352306,"[""severity"", ""response time"", ""load time"", ""shortages"", ""workload"", ""propagation delay""]"
graph_01,logistics_and_delivery_system,0,node_000,raw_correlation,,supplier delay risk,Risk that inbound materials arrive later than planned.,supply_and_inventory,1,0,0,1,1,1,2,,pending,1,0.916721390841607,9,0.1111111111111111,0,0,0,0.00044929313896352306,"[""inventory management"", ""shortage"", ""inventory control"", ""load time"", ""response time"", ""shipping and handling""]"
graph_01,logistics_and_delivery_system,0,node_006,raw_correlation,,procurement queue delay,Delay in clearing inbound procurement orders.,supply_and_inventory,0,1,1,1,1,1,2,,pending,1,0.9254997344643525,7,0.14285714285714285,0,0,0,0.00044929313896352306,"[""workload"", ""inventory management"", ""inventory control"", ""command processing overhead time"", ""shortages"", ""extended order drill""]"
graph_01,logistics_and_delivery_system,0,node_013,raw_correlation,,outbound delivery delay,Delay in outbound delivery caused by route disruption and dispatch backlog.,transport_and_attempt,0,1,2,1,1,1,6,,pending,0,0.9324231892875136,5,0.2,0,1,0,0.00044929313896352306,"[""severity"", ""propagation delay"", ""response time"", ""load time"", ""continuous delivery"", ""call delay""]"
